time,ref_x,ref_y,ref_z,act_x,act_y,act_z,err,vbat,battery_level,pm_state
0.0,-0.8,-0.8,0.0,-0.686638671875,-0.69924365234375,0.022520545959472657,0.15332908170860401,3.7689149379730225,10.0,0
0.026657581329345703,-0.8000040228054741,-0.7997686019125897,0.00018893670288472144,-0.6866358032226563,-0.699235107421875,0.02248458862304687,0.1531549307741595,3.7689149379730225,10.0,0
0.05506706237792969,-0.8000292562361931,-0.798317135356506,0.0013740601778578245,-0.686619384765625,-0.6992301025390625,0.022500850677490233,0.15207360157618172,3.7689149379730225,10.0,0
0.08696126937866211,-0.800090832650179,-0.7947751633377581,0.004266082849356113,-0.6866156005859375,-0.6992349853515625,0.02252973175048828,0.14945940844540775,3.7689149379730225,10.0,0
0.11734318733215332,-0.80017345759267,-0.7900224469093283,0.008146679192147116,-0.68653955078125,-0.699251220703125,0.02269679260253906,0.1461635593588891,3.7689149379730225,10.0,0
0.1448829174041748,-0.8002533492803131,-0.7854269515914614,0.011898904386386218,-0.6864990234375,-0.6991860961914063,0.022758140563964843,0.14316233722053626,3.7689149379730225,10.0,0
0.17344069480895996,-0.800324635745197,-0.781326442198495,0.015246973221030248,-0.6864760131835937,-0.6991567993164063,0.02279639434814453,0.14060708669871125,3.642228841781616,10.0,0
0.20344758033752441,-0.8003730444138304,-0.7785418995681921,0.017520554258363224,-0.6864098510742187,-0.69908447265625,0.02282746505737305,0.13902969261944367,3.642228841781616,10.0,0
0.22903013229370117,-0.8003897709960011,-0.7775797602979289,0.01830614165657306,-0.6863760375976562,-0.6990577392578124,0.022839202880859374,0.1385113274635561,3.642228841781616,10.0,0
0.2546858787536621,-0.8003918537170165,-0.7774599621290511,0.018404240083990484,-0.6863839111328125,-0.6990538940429688,0.02289853286743164,0.13843959387626728,3.642228841781616,10.0,0
0.28245043754577637,-0.8004061881082287,-0.7766363176403259,0.019155340353908798,-0.6863756713867187,-0.6990678100585938,0.022884788513183596,0.13796282432526716,3.642228841781616,10.0,0
0.3085184097290039,-0.8004623390266296,-0.7734099235931208,0.022097562966809654,-0.6863555908203125,-0.699038818359375,0.023009635925292968,0.13620661935820275,3.642228841781616,10.0,0
0.33476734161376953,-0.8005680284861753,-0.7673370782533979,0.027635529694295884,-0.6863548583984375,-0.6988521728515625,0.02339854431152344,0.13323956820150196,3.642228841781616,10.0,0
0.36406493186950684,-0.800729339164135,-0.7580682750718333,0.036087963562052974,-0.6864242553710938,-0.6984969482421876,0.023791305541992186,0.12948205651610953,3.6527860164642334,10.0,0
0.3962981700897217,-0.8009215551300088,-0.7470236748099509,0.046159787451360595,-0.6864923706054687,-0.6981015014648437,0.02412132263183594,0.12638477458682032,3.6527860164642334,10.0,0
0.42455554008483887,-0.8010650619823124,-0.7387778674893818,0.053679327967875536,-0.6865938110351563,-0.697739990234375,0.024406074523925778,0.12507876730363757,3.6527860164642334,10.0,0
0.45307493209838867,-0.8011590707725385,-0.7333761855613016,0.05860524541130199,-0.6866130981445312,-0.6974711303710938,0.02457461929321289,0.12477193733968076,3.6527860164642334,10.0,0
0.47877049446105957,-0.8011941943864479,-0.7313580063033048,0.06044566929099183,-0.6866478881835938,-0.697228515625,0.024847480773925783,0.12471130431671013,3.6527860164642334,10.0,0
0.5123493671417236,-0.8011994032003759,-0.7310587103723759,0.060725873033910305,-0.68664111328125,-0.697193603515625,0.024966224670410153,0.12469643019226666,3.6527860164642334,10.0,0
0.5379889011383057,-0.8012201544755534,-0.7298663327964074,0.06198528243304575,-0.6866561889648437,-0.697240234375,0.02530734634399414,0.12463801782560166,3.6527860164642334,10.0,0
0.5636749267578125,-0.8012836509009703,-0.7262177997219937,0.06583892488622678,-0.6866629028320312,-0.6970986328125,0.02549611282348633,0.12495352837961701,3.6527860164642334,10.0,0
0.5937891006469727,-0.8014145762870035,-0.7186947683373808,0.07378487810333331,-0.6867613525390625,-0.6968541259765625,0.025730991363525392,0.1262202495851236,3.642228841781616,10.0,0
0.6251556873321533,-0.8015915965648408,-0.7085231038020915,0.08452836253207338,-0.6868424072265625,-0.6965709838867188,0.025963176727294923,0.1293835793778009,3.642228841781616,10.0,0
0.6506595611572266,-0.8017374317797457,-0.7001433469653797,0.09337920368786465,-0.6868942260742188,-0.6964154663085937,0.026144115447998044,0.1331293208933924,3.642228841781616,10.0,0
0.6778104305267334,-0.8018663422600248,-0.6927360929688142,0.10120287086600756,-0.6868933715820312,-0.696132080078125,0.026357494354248043,0.1372302703493527,3.642228841781616,10.0,0
0.7151563167572021,-0.8019657924847029,-0.6870216384682231,0.10723857453406002,-0.6870285034179687,-0.6956853637695313,0.026769104003906252,0.14057373951599147,3.642228841781616,10.0,0
0.74080491065979,-0.8019824660022595,-0.6860635706734963,0.10825050197215175,-0.6872392578125,-0.6951939086914063,0.027065174102783203,0.14085604125935342,3.642228841781616,10.0,0
0.7668125629425049,-0.8019849734878115,-0.6859192742089165,0.10839950543961356,-0.6874848022460938,-0.6944240112304687,0.027680553436279294,0.14035016558132385,3.621114492416382,10.0,0
0.7933707237243652,-0.802013683507554,-0.6842666941412627,0.11009927569370244,-0.6877892456054687,-0.6938265380859375,0.028317989349365233,0.14080764051154446,3.621114492416382,10.0,0
0.8189516067504883,-0.8020861999975369,-0.6800925658405048,0.11439259815429115,-0.6878794555664063,-0.6929735717773438,0.02937172698974609,0.14296030680255498,3.621114492416382,10.0,0
0.8444607257843018,-0.8022010593208827,-0.6734811378426095,0.12119281852959066,-0.6878806762695312,-0.691859130859375,0.03049726867675781,0.14708019367487826,3.621114492416382,10.0,0
0.8750288486480713,-0.8023728199890323,-0.6635944063412982,0.1313618702112755,-0.687911376953125,-0.6901956787109375,0.03163361358642578,0.15412584080217656,3.621114492416382,10.0,0
0.9036014080047607,-0.8025341452306196,-0.6543083493811003,0.1409130948131364,-0.6881687622070313,-0.6880355834960937,0.03302435302734375,0.16080095696015337,3.621114492416382,10.0,0
0.9294991493225098,-0.8026532401312091,-0.6474531169347635,0.14796408158540938,-0.6885647583007812,-0.6861951293945312,0.03397803115844727,0.1658612218324181,3.621114492416382,10.0,0
0.9551465511322021,-0.8027286898502751,-0.6431101487669568,0.15243106521336355,-0.6892178955078125,-0.683078125,0.0358659553527832,0.16753973974323555,3.621114492416382,10.0,0
0.9860939979553223,-0.8027612352707781,-0.6412367988459453,0.15435790950584982,-0.6902593383789063,-0.6791671142578125,0.03781653976440429,0.1663648896033217,3.6105573177337646,10.0,0
1.01625394821167,-0.8027644773884,-0.6410502415392642,0.15453973285077813,-0.6913784790039063,-0.674659912109375,0.03995283508300781,0.16329913573556737,3.6105573177337646,10.0,0
1.045222282409668,-0.8027982571713331,-0.6391068911997592,0.1563694736630509,-0.69290966796875,-0.6689638671875,0.04157182312011718,0.16169552134256576,3.6105573177337646,10.0,0
1.0741989612579346,-0.802890841738533,-0.6337805026182837,0.16138447809711076,-0.6946730346679687,-0.6623680419921875,0.04292682647705078,0.1629740973343797,3.6105573177337646,10.0,0
1.1004924774169922,-0.8030217336897039,-0.6262502908863352,0.168474468744145,-0.6968563842773438,-0.6548447875976563,0.04395424652099609,0.16611445572413214,3.6105573177337646,10.0,0
1.1332283020019531,-0.8032162216569365,-0.6150614014284732,0.17900924843305752,-0.6984422607421875,-0.6492227783203125,0.04448614501953125,0.17389953395256103,3.6105573177337646,10.0,0
1.1591484546661377,-0.8033633871866119,-0.6065949710010432,0.18698072582054825,-0.701154052734375,-0.640321533203125,0.04523688507080078,0.1779762496448048,3.6105573177337646,10.0,0
1.190110445022583,-0.8034955320736654,-0.5989926778890147,0.1941385839232113,-0.7039676513671875,-0.6305654296875,0.045663024902343745,0.18151481846012124,3.6000001430511475,10.0,0
1.2179930210113525,-0.8035566612735092,-0.5954759160582851,0.19744975356561753,-0.7070653076171876,-0.6202257690429688,0.046359420776367184,0.18097354838638496,3.6000001430511475,10.0,0
1.2439486980438232,-0.8035704184079782,-0.594684468345505,0.19819493272936142,-0.710296630859375,-0.6094155883789063,0.04731761169433594,0.17799149233546693,3.6000001430511475,10.0,0
1.2750070095062256,-0.8035771515341265,-0.594297484219866,0.19856093501792793,-0.7136378784179688,-0.598127685546875,0.04871151733398437,0.17481015780292974,3.6000001430511475,10.0,0
1.3046045303344727,-0.8036269958446223,-0.591432745499938,0.2012705537842013,-0.7170520629882813,-0.58661083984375,0.05046582794189453,0.17395555498347973,3.6000001430511475,10.0,0
1.3359394073486328,-0.8037448981268837,-0.5846564609089351,0.20767991592451285,-0.720548095703125,-0.5750001831054687,0.0524988021850586,0.17634094730371927,3.6000001430511475,10.0,0
1.362764596939087,-0.8038865698932336,-0.5765140552753506,0.21538142634635182,-0.7229202270507813,-0.5671669921875,0.05397210693359374,0.1808200338871209,3.6000001430511475,10.0,0
1.3907475471496582,-0.8040474000773898,-0.5672705438032819,0.22412441989642706,-0.7264291381835938,-0.5553721313476563,0.056319847106933586,0.18526883560772575,3.594721555709839,10.0,0
1.4168388843536377,-0.8041821287732438,-0.5595271823672641,0.23144849357725464,-0.7300257568359375,-0.5436956787109375,0.05885113525390625,0.18851963321395124,3.594721555709839,10.0,0
1.4457569122314453,-0.8042880930427323,-0.5534370199653152,0.23720888569231222,-0.7335540161132813,-0.5321217651367187,0.06166387176513672,0.19045656103731826,3.594721555709839,10.0,0
1.4726991653442383,-0.804335097119075,-0.5507355201119873,0.23976410465477535,-0.7370068969726562,-0.5208284301757813,0.06472198486328126,0.1899138337891906,3.594721555709839,10.0,0
1.498997688293457,-0.804343587023709,-0.5502475735782425,0.24022562984573806,-0.7405631103515625,-0.509893798828125,0.06820782470703124,0.18784701654763525,3.594721555709839,10.0,0
1.5336129665374756,-0.8043583752215726,-0.5493971728576743,0.24103253889960086,-0.7439175415039062,-0.4993143005371094,0.07201378631591795,0.18635645200880174,3.594721555709839,10.0,0
1.5597832202911377,-0.8044130541202207,-0.5462528427576968,0.2440160602367934,-0.7462227783203125,-0.49244610595703125,0.07462094116210938,0.18701866080456211,3.594721555709839,10.0,0
1.585205316543579,-0.8045098277399676,-0.5406878402983103,0.24929645480453538,-0.749637939453125,-0.48256536865234373,0.07882505035400392,0.1882807626119477,3.5841643810272217,10.0,0
1.611145257949829,-0.8046420454584751,-0.533084611953699,0.2565108353804988,-0.7518472290039062,-0.47609432983398436,0.0815571975708008,0.19142612225974615,3.5841643810272217,10.0,0
1.6374881267547607,-0.8047894951294812,-0.5246054645999854,0.2645563383164614,-0.7550443725585938,-0.46686520385742186,0.08570037078857423,0.194417005559052,3.5841643810272217,10.0,0
1.663304328918457,-0.8049224052224742,-0.5169624210069265,0.2718084978912933,-0.7571986083984374,-0.460804443359375,0.08843238067626952,0.19763117062250826,3.5841643810272217,10.0,0
1.6928484439849854,-0.805033645669322,-0.510565498354747,0.27787826621023815,-0.7602811889648438,-0.45226101684570313,0.09270072174072266,0.19923081569095685,3.5841643810272217,10.0,0
1.7218739986419678,-0.805086508051735,-0.5075256276864054,0.28076267042764763,-0.76327685546875,-0.4439891967773438,0.09704858398437499,0.19883608993202948,3.5841643810272217,10.0,0
1.7472383975982666,-0.8050954794704903,-0.507009722963937,0.2812521905157116,-0.766195068359375,-0.43624923706054686,0.10155818939208985,0.197003102487534,3.5841643810272217,10.0,0
1.7743091583251953,-0.8051014087481174,-0.5066687182655184,0.28157319602527925,-0.76895703125,-0.42877310180664063,0.1063326873779297,0.1951496322292635,3.568328619003296,10.0,0
1.8005330562591553,-0.805140096857101,-0.5044436867635864,0.2836677061183617,-0.7715205078125,-0.42171182250976563,0.11135340881347658,0.1940800226352955,3.568328619003296,10.0,0
1.8368089199066162,-0.8052683856577076,-0.4970655380198238,0.29061304913874414,-0.7747859497070313,-0.4127445983886719,0.11834324645996094,0.19420629412239537,3.568328619003296,10.0,0
1.8743088245391846,-0.8054660155094323,-0.48569944499115536,0.3013124017307363,-0.7769779663085937,-0.4063493957519531,0.12369505310058596,0.19661109275912586,3.568328619003296,10.0,0
1.8997910022735596,-0.8056055184113067,-0.4776763505717903,0.3088648576058655,-0.7782814331054687,-0.4023251037597656,0.127372314453125,0.19840352631436964,3.568328619003296,10.0,0
1.9283156394958496,-0.8057349907151472,-0.47023013616011555,0.3158742735296251,-0.780249755859375,-0.3963467102050781,0.13294320678710939,0.19892720529395197,3.568328619003296,10.0,0
1.9570355415344238,-0.805815420764946,-0.4656044411027349,0.320228623109302,-0.7820416259765625,-0.39067132568359375,0.13860281372070313,0.19790932201673106,3.568328619003296,10.0,0
1.9847238063812256,-0.8058427491866542,-0.46403272822256914,0.3217081385624884,-0.7837119750976562,-0.38517840576171875,0.14458749389648437,0.19513968868336062,3.5630500316619873,10.0,0
2.019191265106201,-0.8058472733360558,-0.4637725851384033,0.3219544401013242,-0.78516845703125,-0.3797594909667969,0.15057373046875,0.19198218946094925,3.5630500316619873,10.0,0
2.0451178550720215,-0.8058768173843099,-0.4620739438291701,0.32356755680213584,-0.7864816284179688,-0.3745548095703125,0.1568308563232422,0.18930636413773394,3.5630500316619873,10.0,0
2.0744643211364746,-0.8059626786946625,-0.45713732961251774,0.32825561825163707,-0.787661865234375,-0.3694363708496094,0.16340530395507813,0.18762197116786686,3.5630500316619873,10.0,0
2.100522756576538,-0.8060814558157792,-0.450308213887285,0.3347408959664019,-0.7884105834960937,-0.36610769653320313,0.16766348266601563,0.18792777571817784,3.5630500316619873,10.0,0
2.130805253982544,-0.8062457445651876,-0.44086239745802225,0.3437111265571814,-0.7894004516601563,-0.3611819458007812,0.1741789093017578,0.18807953359389842,3.5630500316619873,10.0,0
2.15628981590271,-0.8063798673730582,-0.43315097822398363,0.3510342848283079,-0.79030712890625,-0.3563696899414063,0.18080976867675783,0.18743021381619346,3.5630500316619873,10.0,0
2.1842200756073,-0.8064959177420349,-0.4264786376903341,0.35737068079950435,-0.7911884765625,-0.35165380859375,0.18740193176269532,0.1863396051673817,3.568328619003296,10.0,0
2.2142772674560547,-0.8065657605544662,-0.4224630104029783,0.36118412593724974,-0.7918790893554688,-0.34712188720703124,0.19414797973632814,0.18382888046493126,3.568328619003296,10.0,0
2.240783452987671,-0.8065826059053653,-0.42149448338665174,0.36210388874811,-0.7922898559570313,-0.3440244140625,0.1986693115234375,0.18142975327873298,3.568328619003296,10.0,0
2.268150806427002,-0.806585464779361,-0.4213300873135938,0.3622607585701581,-0.7928184204101563,-0.3395587463378906,0.20570077514648438,0.17716408249204846,3.568328619003296,10.0,0
2.29526424407959,-0.8066155061200112,-0.4196025606272012,0.3639102973817681,-0.793091064453125,-0.3365760498046875,0.21041343688964845,0.1750359911638153,3.568328619003296,10.0,0
2.3210155963897705,-0.8066875276574706,-0.41546096357248263,0.3678649251959835,-0.793487060546875,-0.3305621337890625,0.21993572998046876,0.17107048380022175,3.568328619003296,10.0,0
2.3585948944091797,-0.8068603340315659,-0.4055237365257643,0.3773535437061676,-0.7937318115234375,-0.32609759521484377,0.22714002990722656,0.17042584825845342,3.568328619003296,10.0,0
2.3839712142944336,-0.8069986584647697,-0.3975693927924771,0.3849487946578867,-0.7938322143554688,-0.32163491821289064,0.23423049926757813,0.16927907208370888,3.5736072063446045,10.0,0
2.411436080932617,-0.8071387764001267,-0.38951191375416305,0.39264252494994184,-0.79376611328125,-0.318739990234375,0.23889883422851563,0.16977813673800066,3.5736072063446045,10.0,0
2.4372963905334473,-0.8072395307615061,-0.38371803624115614,0.3981748422812453,-0.793676025390625,-0.31422564697265626,0.24591647338867187,0.16791596631058525,3.5736072063446045,10.0,0
2.4662022590637207,-0.8073014094298054,-0.3801597046723164,0.40157253568512247,-0.7934668579101563,-0.309713134765625,0.25294573974609375,0.16505768233702384,3.5736072063446045,10.0,0
2.494833469390869,-0.8073159856539559,-0.3793214991974048,0.40237290101311507,-0.793095458984375,-0.3051654052734375,0.2599364318847656,0.1612125844423188,3.5736072063446045,10.0,0
2.5242905616760254,-0.8073218278731977,-0.37898552194926644,0.4026936738827048,-0.7926505737304688,-0.3006192626953125,0.26720233154296874,0.15720820632715715,3.5736072063446045,10.0,0
2.5590691566467285,-0.8073816815240921,-0.3755434261578809,0.40597999630714077,-0.7921348876953125,-0.29597357177734374,0.27454989624023435,0.15439461665418985,3.5736072063446045,10.0,0
2.585285186767578,-0.8074784027213403,-0.36998113177799563,0.4112905669187082,-0.7916444702148437,-0.2912167053222656,0.2819427795410156,0.15226752244988148,3.568328619003296,10.0,0
2.614307403564453,-0.8076239352353859,-0.3616117700662091,0.41928116995203907,-0.7910277709960938,-0.2864295654296875,0.28930929565429686,0.1510645049968174,3.568328619003296,10.0,0
2.646367073059082,-0.8077975632171015,-0.3516266791619982,0.42881438173268294,-0.7904290771484375,-0.28163742065429687,0.2967020874023437,0.15051185643663226,3.568328619003296,10.0,0
2.6773171424865723,-0.807938103048764,-0.3435444393009561,0.4365308567248918,-0.789799560546875,-0.2767154541015625,0.3039024963378906,0.14961751891345432,3.568328619003296,10.0,0
2.7053165435791016,-0.8080173483142956,-0.33898716015594227,0.4408818944520102,-0.7892730102539063,-0.27171881103515627,0.31112521362304685,0.14735391824619926,3.568328619003296,10.0,0
2.7322840690612793,-0.8080464325076561,-0.337314570797306,0.4424787901368764,-0.7886507568359375,-0.2667398986816406,0.31833367919921873,0.14411448625561382,3.568328619003296,10.0,0
2.7643496990203857,-0.8080500374043826,-0.33710726632119575,0.4426768411874198,-0.7881406860351563,-0.26169012451171875,0.3256305236816406,0.14065549399976437,3.568328619003296,10.0,0
